ID,Name,Type,HP,HP Recovery Rate,MP,MP Recovery Rate,TP,ATK,DEF,MAG,MND,SPD,EVA,ACC,HP Base Value,ATK Base Value,DEF Base Value,MAG Base Value,MND Base Value,SPD Base Value,FIR,CLD,WND,NTR,MYS,SPI,DRK,PHY,PSN,PAR,HVY,SHK,TRR,SIL,DTH,DBF,Special,Desc1,Desc2,Desc3,Desc4
295,Costume - Ninja Lord,sub,0,0,0,0,0,20.0,0,20.0,0,120.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,,"The last of the thief progression. Has the highest speed, strong attacks and","regeneration. Although the game suggests character costumes, thanks to the","difficulty and growth rates, only this and last boss's costume are viable.",ATK/MAG +20% SPD +120% EVA +25 DTH +40
296,Grand Master Breaker Title,sub,50.0,0,0,0,3.0,50.0,50.0,50.0,50.0,50.0,0,0,0,0,0,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,The proof of the being strongest Riskbreaker who conquered the dark city.,"The score requirement is tough; getting all the other titles is even tougher,",especially the ones which involve hunting dragons and phantoms.,TP +3 All Stats +50% All Affinities +40 All Resistances +24
297,Astral Dominae,sub,0,0,0,1.0,0,0,0,100.0,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,0,0,0,0,0,0,0,0,0,,The highest artifact hidden in the heart of new planet. The entire,universe is recorded in it. An event which led to it being found and fought,over by several groups was controversial due to its worldview changing.,MAG +100% MND +66% MP Recovery Rate +1 SPI/DRK +50
298,Cinderforge Sword,sub,0,0,0,0,0,120.0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,30.0,0,0,0,0,30.0,,"Legendary katana created in the 7th century, held by the sage of the dead.","The strongest sword normally, but the sword character has fixed equips,","and others get a serious JP penalty using it, so it's not really used much.",ATK +120% DEF +80% PHY +60 HVY/DBF +30
299,Holy Sword Gran Centurio,sub,0,2.0,0,0,0,64.0,0,64.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,48.0,48.0,0,0,0,0,0,0,0,0,0,,A giant holy sword that can only be used by a certain royal family.,"It's as big and heavy as a human, but to the royal family it is light as a",feather. It'll cut you down whether you come close or not.,ATK/MAG +64% SPD +100% MYS/SPI/DRK +48 HP Recovery Rate +2
300,Ame-no-Murakumo,sub,160.0,0,0,0,0,160.0,160.0,160.0,160.0,160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"One of the three sacred treasures. Found in Yamata-no-Orochi's tail, and","also called the Kusanagi. After Susanoo offered it to Amaterasu, it passed","to the hand of Ninigi, but with the demise of Taira it sunk to the ocean.",All Stats +160%
301,Compact Arm,sub,44.0,0,0,0,0,0,0,88.0,0,66.0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Also known as Salmon Eggs, due to its bullets. SR+3 and H+3, and feared",due to playing dead then striking fast with rapid-fire and homing bullets.,"Great at close-mid ranges, and a serious force with the Homing Eye.",HP +44% MAG +88% SPD +66% ACC +24
302,Flamelong Sword,sub,0,0,2.0,0,0,88.0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FIR Damage dealt +10%,A sword needed to create the powerful Lightlong Sword. It only has a low,chance to drop from the event battle after clearing the Save Point-less,"Barrier Dungeon, and it's lost forever after a certain point. Annoying.",MP +2 ATK +88% FIR +80 FIR Damage dealt +10%
303,Angel Ring,sub,0,0,0,0,0,0,1.0,0,128.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,60.0,0,60.0,60.0,0,0,0,,"A head equipment to die for, so much that you want to keep it on for life.","You need it to enter that Heaven-like place you'll never want to leave, and",it can't be removed until after. And it still remains at 1 DEF.,DEF +1% MND +128% WND +100 PAR/SHK/TRR +60
304,Angelic Armor,sub,0,0,0,0,0,0,88.0,0,44.0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,0,0,0,0,0,0,0,0,,An armor that allows you to fly for a few seconds after a jump. It,"increases your movement range by a lot, but the spawn frequency and hitbox","generation of enemies is so fast, ""accidents"" tend to strip it off quickly.",DEF +88% MND/SPD +44% SPI/DRK/PHY +44
305,Cyber Elf - Grandie,sub,240.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"The best effect in all of the Cyber Elves, doubling Zero's vitality. But it","and all other Elves have a mission points penalty after use, so no one uses","it. And apparently, the Elf dies after using it too. What a bad aftertaste.",HP +240% HP Recovery Rate +1
306,Lenderbaffe's Dragon Scale,sub,0,0,0,0,0,40.0,40.0,40.0,40.0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Scale of a dragon faster than even ""that"". Good for defiling princesses",with. Blowing up the Church of Memories with Inspire is a standard by now.,,ATK/DEF/MAG/MND +40% SPD +80%
307,AGC Warhead,sub,102.0,0,0,0,0,0,0,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Officially the Anti-Generator Chemical Warhead. A thermonuclear warhead,"that was used to destroy mankind's greatest enemy, the Accumulated","Crystal Form. Of course, Gensokyo doesn't have the facilities to use it.",HP/MAG +102%
308,The Katana of Anubis,sub,0,0,0,0,0,102.0,0,0,0,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"It's base power is low, but it boasts a miraculous +4 number of attacks.","Its leans more to mages than warriors, but with Anti-Teleport, Anti-Sense","and Chaos affinity, it messes with mages' situation controlling skills.",ATK/SPD +102%
309,Cobra Sniper Rifle,sub,0,0,0,0,0,88.0,0,88.0,48.0,0,24.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Blue unique sniper rifles dropped -sometimes- by DLC-only enemies have a,0.88% chance to be transformed into a Cobra type. Because of the chance of,"it dropping, it can make any player weep in desperation from farming it.",ATK/MAG +88% MND +48% ACC +48 EVA +24
310,HEV Suit,sub,0,0,0,0,0,0,144.0,0,0,0,0,0,0,0,0,0,0,0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,A hazard suit with high protection. Its effectiveness increases even more,"when a mustache'd physicist wears it. Goes especially well with crowbars,",boasting otherworldly monster and special forces-dispatching powers.,DEF +144% All Affinities +24 All Resistances +24
311,Star Pendant,sub,0,0,0,0,0,0,0,0,144.0,0,0,0,0,0,0,0,0,0,60.0,60.0,60.0,0,0,0,0,0,0,60.0,0,60.0,0,0,0,0,,"An equipment for the body which boasts the highest defense, and gives","high resistances against Fire, Freeze, Flash and Paralysis. It's a rare drop,","of course. Everyone can equip it, which is both a blessing and a curse.",MND +144% FIR/CLD/WND +60 PAR/SHK +60
312,Genji Glove,sub,0,0,0,0,0,128.0,0,0,128.0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Occasionally deals double damage,"It was equipped by Elmdore, who appears in Limberry Castle. The Genji",Armor set only shows up this one time. Although the steal rate displays as,"0%, the display doesn't count decimals, so its really just a low % chance.",ATK/MND/SPD +128%  Occasionally deals double damage
313,Zeus' Armor,sub,128.0,0,0,0,0,0,128.0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ocasionally nulls damage taken,The strongest armor that can be worn. Found near a port at the start with,"no explanation. With this and the 220mm Gaia, they must like to do this to",their best equips. It doesn't guarantee wins from midgame onwards though.,HP/DEF/MAG +128%  Ocasionally nulls damage taken
314,Shuttle Body,sub,0,0,0,0,0,0,100.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,,"The strongest equipment, made from 2 special protectors given to you by an",your allies near death. Has high defense and resists all ailments.,"Couldn't they do something about the 'Give it to the Hag' message, though?",DEF/MND +100% All Resistances +56
315,"Smasher ""Mjolnir""",sub,72.0,0,2.0,0,8.0,72.0,72.0,72.0,72.0,72.0,0,0,0,0,0,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,WND Damage dealt +10%,A lightning warhammer made for the famous blonde-haired hero. Often,"written as ""Mjollner,"" but ""Mjolnir"" is from the source. Hard-to-pronounce",divine weapon that summons thunder and returns to the user when thrown.,MP +2 TP +8 All Stats +72% WND +150 WND Damage dealt +10%
316,Great Question's Mask,sub,100.0,0,0,0,0,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"A mask from an event that no one cares about, gotten by beating a boss",at the top of an annoying tower no one cares about. It seems like a,"joke item, but its stats are great, and the boost to Papillon form is huge.",All Stats +100%
317,Chinchirorin Custom Dice,sub,128.0,2.0,0,0,0,128.0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,40.0,0,0,,"A dice with its dots carved by a t-bone from a steak, and painted red with","blood such that all sides show ""1"" only. If you point out that dried blood","should be black, then you should learn a little something called ""tact.""",HP/ATK/DEF +128% TRR/SIL +40 HP Recovery Rate +2
318,"Nodachi ""Kotetsu""",sub,0,0,0,0,0,188.0,48.0,0,0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,32.0,32.0,32.0,0,32.0,0,,The main weapon of Seishuu Uemonnojou Muramasa the Third. The original,"form of the Nodachi with all 7 ""Eggs"" broken by Ginseigou. Restored,","it gained Ginseigou's gravity control, and a bit of Chachamaru's power.",ATK +188% DEF/SPD +48% PAR/SHK/HVY/TRR/DTH +32
319,Quartz Charm,sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,Damage dealt +20% Damage taken -20%,Your reward for defeating the secret boss. Increases offense and defense by,"50%, and gives immunity to Instant Death. The inconsistency in his dialogue",before and during battle is kinda funny. His crystals are oddly unpopular.,Damage dealt +20% Damage taken -20% DTH +100
320,Large Macaron Collider,sub,0,2.0,6.0,1.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0,0,0,0,0,0,0,0,,This grand device was built in order to study the basis of all in the world,AKA the cookie. Various phenomena were observed by colliding ultra high,"speed macarons, and the energy generated is used to create more cookies.",MP +6 TP +12 HP Rec. Rate +2 MP Rec. Rate +1 All Affinities +40
321,Silver Cat Statue,sub,160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"A Piece of Heart, basically. Collecting them not only increases your","survivability, but getting them all is also needed for the true ending.",Makes it a pain when some of them are behind points of no return.,HP +160%
322,Vitality Seed,sub,240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Increases the selected character's vitality stat by 1-3 points. Use it,"when vitality is at 255 to make it buffer overflow to 0, causing HP to","rise like crazy. Otherwise, it's just a trap that lowers your HP growth.",HP +240%
323,Health Tablets,sub,320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"These folks used to heal injuries from zombie bites by munching on herbs,",but they've moved on to herb tablets instead. To prevent the spread of the,"C-Virus, they should probably research herbs instead of doing blood tests.",HP +320%
324,Ambrosia,sub,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"A miraculous artifact that increases an ally's max DME by 6,000. Most","suited for mages with low DME for a survivability boost, though two",Bracelets of Zoe at each level-up is enough to cap every character's DME.,HP +400%
325,Sword of Nex,sub,0,0,0,0,0,160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"A sword equippable by Warriors. Quite powerful for when you can get it,",and it even has accuracy+10. Very useful indeed., ,ATK +160%
326,Super Sledge,sub,0,0,0,0,0,240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Known as the better Sledgehammer. Best damage per hit in the game, and",does respectable damage to armored foes at endgame. Can be gotten early,"by going north, but you likely won't meet the STR and skill reqs then.",ATK +240%
327,Burst Laser Mark II,sub,0,0,0,0,0,320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Spaceship weapon that fires 3 lasers at 1 damage each. Boasts strong cost,performance with only 2 power required and a decent charge time for 3,lasers. A strong weapon said to be the most efficient of all available.,ATK +320%
328,Holy Sword Virdalik,sub,0,0,0,0,0,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,The strongest physical weapon available to Holy Knights and Mage Knights.,"However, it may get lost via inheritance, and by the latter half of the","game, character base stats are so high that weapons don't really matter.",ATK +400%
329,Buzz Buzz's Shell,sub,0,0,0,0,0,0,160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Shell of a hero who traveled back in time to inform the Chosen One of the,coming crisis before meeting an honorable death. May grant latent psychic,powers and is likely pretty solid given the damage done via a mere tackle.,DEF +160%
330,Arhat Vajra,sub,0,0,0,0,0,0,240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Best arm equipped dagger. It boasts good stats and hit counts,",but you can only find it from Cheap Tricks deep in the last dungeon at a,low drop rate. Get it when you're doing your third playthrough for that MA.,DEF +240%
331,Outlaw's Bandanna,sub,0,0,0,0,0,0,320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Head equip of the Outlaw series, wearable at Lv50 onwards. You might get","heckled for wearing something that looks like it came from Uniqlo, but",it was actually very good with Lv80-worthy DEF and many jobs can equip it.,DEF +320%
332,Barrier Glove,sub,0,0,0,0,0,0,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Arm equip gotten at endgame. It doesn't provide much DEF, but having it",equipped on anyone automatically removes 500 BP at the start of battle and,reduces damage taken for the first turn. Useful for offense and defense.,DEF +400%
333,Nanna,sub,0,0,0,0,0,0,0,160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,An ice bow boasting a Mesopotamian goddess's name. Good against flyers,and the only bow with +ATK. You can get all the jewels from the last boss,"just by keeping away and firing, but its not great against multiple foes.",MAG +160%
334,White Soul Music Sheet,sub,0,0,0,0,0,0,0,240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"A music sheet needed to learn the final song. ""Terrible stats""","for an endgame skill, but needed to trigger the special victory condition",at the final battle. Sakura's tearful screaming cut-in was wonderful.,MAG +240%
335,Rhapsody in Rose,sub,0,0,0,0,0,0,0,320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,One of big sis Lightning's costumes. Very showy and garish - Yukari or,Hijiri should try wearing it. A color change makes it more tasteful though.,"Default 100 ATB, Energized status and one locked ability - useful indeed.",MAG +320%
336,Ether Doubler,sub,0,0,0,0,0,0,0,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Accessory that doubles EP cost and effectiveness. A trap item of sorts,","as it's relatively useless at the start when Ether skills aren't great,",and stores stop selling them by mid-game when they become worthwhile.,MAG +400%
337,Kigny Seed,sub,0,0,0,0,0,0,0,0,160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"An item thrown by the strongest radish monster, also known as ""Fuck","Radishes."" Puts you in a Berserk state for 30 turns. Appears around 90F,","where Berserk is a death sentence. In 4 and below, just don't get close.",MND +160%
338,Princess's ???,sub,0,0,0,0,0,0,0,0,240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"An item receivable under differing situations, but mostly from checking","Yoyo's bed. Rush and the merchant makes the ??? sound like an amulet, but",that doesn't sound like something she'd have. Also heals full party HP.,MND +240%
339,Helix Fossil,sub,0,0,0,0,0,0,0,0,320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A device bestowed by the gods to bless the holder with the voices of,"100,000 otherworldly guests. Entrust it to your brow to learn about life,","the universe, and everything... but it doesn't ensure a smooth playthrough.",MND +320%
340,Schwarzschild Horizon,sub,0,0,0,0,0,0,0,0,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A kind of barrier that might actually protect Maud more than you. Maybe.,It definitely has a high DEF stat. Maybe. The surface of a Schwarzschild,"Radius may be known as this, so it's likely impossible to penetrate. Maybe.",MND +400%
341,Zenithian's Wing,sub,0,0,0,0,0,0,0,0,0,160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Wing from a Zenithian causing a stir at a tall tree. Keep her in your,"wagon, or else she leaves and gives you a weaker dragon than the one in 6.",High chances of useful actions makes her better than the Thwackdemon.,SPD +160%
342,Infringer,sub,0,0,0,0,0,0,0,0,0,240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,The first serious Tsurugi submitted by Tomoi for the yearly Armor Battle,Tournament sponsored by Tamura and co. Complete with a center-def double,deck yootz steel frame and a torque splitter belt drive. Probably fast.,SPD +240%
343,Kicker Skeleton's Soul,sub,0,0,0,0,0,0,0,0,0,320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,The famous soul that allows you to perform a downward kick with Down+A,during a double-jump. Acquiring this turns you abnormal. You can't do kicks,"as quickly in a normal playthrough, but using it still speeds things up.",SPD +320%
344,Quick Boost,sub,0,0,0,0,0,0,0,0,0,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A NEXT-generation mechanism that uses particles to give an instant,"speed boost, matching speeds that their forbearers needed all their energy",to reach. Use sparingly - the particles are bad for the skin and ecosystem.,SPD +400%
345,Sleep DX,sub,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,0,0,0,0,0,0,,A human-only tool that puts an enemy to sleep. Insanely powerful as no,"enemy or boss, including the last boss, has 100% sleep resist except for","machine enemies. But in that case, why does it work on AIs?",MND +100% PSN/PAR +50
346,Blue Dragon Wok,sub,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,50.0,,The Wok's ultimate form. Who knows what exactly Blue Dragons have to do,"with woks, but it sure looks weird. It's a surprisingly strong weapon with","no frills, but it doesn't get much use as its wielder is weak and ugly.",ATK +100% PSN/DBF +50
347,Time Cap,sub,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,50.0,0,0,0,0,,"A key item which, when equipped, allows you to deal effective damage to","the last boss. You'd think there'd be other ways, but there isn't. The item",allows you to stop time and perform actions without reply for 5 turns.,HP+100% PAR/SHK +50
348,Nerve Shells,sub,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,50.0,0,0,,Bullet used by guns. Deals damage and inflicts Sleep. Given the Almighty,element to deal DEF-ignoring damage. Truly heinous. Same effect as Magic,"Shells, but more famous due to how early and easily you can get them.","SPD +100%, HVY/SIL +50"
349,Sky Armor,sub,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,50.0,0,,"Armor forgable from the scales dropped by the strongest random enemy, Sky","Dragon. ...Or it was supposed to be, but all armor shops are unavailable",when they appear. You have to farm the armor itself off Dragon Masters.,DEF +100% HVY/DTH +50
350,Hyakutaro's Chi Manual,sub,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,0,0,0,,A book with the teachings of the Chi master who appears mid-game as a,"a hostage. He may seem strong with invincibility and homing Hadoukens, but","they only do 1 bullet's damage each. Still good to have him around, mind.",ATK +100% SHK/TRR +50
351,Paladin's Necklace,sub,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,50.0,,A necklace that reflects all spells. Win Antokiba's monthly tournament to,"get it. Wearing it uncurses all equips and gives constant Survey status,",displaying all visible enemy's stats and making next playthroughs easier.,MAG +100% TRR/DBF +50
352,Nunchucks of Sokuromoto,sub,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,0,,"The beloved nunchucks of the legendary Bunroku, a compassionate ninja with",a heartbreaking past. Allows mastery over ice and holds enough power to,pierce Professor Chaos's titanium alloy cloak. Let's fighting love...,SPD +100% SIL/DTH +50
353,Portable Makoto,sub,144.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,50.0,50.0,0,0,0,0,,"The guy returns once again in a portable size! Caress him tenderly, put","him in your bag, grow him in a flowerpot, or even hug him while on top of",a boat! Find your own way to give him the love only you can provide.,HP +144% PSN/PAR/HVY/SHK +50
354,Meld Technique Manual,sub,0,0,0,0,0,144.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,50.0,50.0,,"A book with teachings that unlocks the power to make full use of items,","allowing you the puzzling ability to equip armor, potions, and so on all",over yourself. Use this ability to take down Chaos.,ATK +144% TRR/SIL/DTH/DBF +50
355,Earth Armor,sub,0,0,0,0,0,0,172.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,Valuable armor which you get several of from chests. Less DEF than other,"body gear like Silver Armor, but being wearable by light and heavy armor",classes and status immunity (...supposedly) makes it very useful still.,DEF +172% All Resistances +50
356,Ignigarde,sub,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,172.0,172.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Can be gotten by giving exchanging a boss drop with someone else, or by",beating him. Can be traded for Cyclone Shoes. Both are sold in the giants',"village, so you can get both easily while doing a 3 ending quests run.",DEF +100% FIR/CLD +172
357,Gaia Beam,sub,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,172.0,172.0,0,0,0,0,0,0,0,0,0,0,0,0,,"One of the six infamously rare items in EB, and an ultimate weapon.","Not too useful as its user does more damage by using items, but the joy of",getting a rare ultimate weapon drop is always an emotional ride.,MAG +100% WND/NTR +172
358,Dhylec,sub,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.0,172.0,0,0,0,0,0,0,0,0,0,0,,"A blade sealed deep within a certain temple. Can amplify magic power, but","is normally supressed by prayer beads. As a netherworldlian, it has other",abilities too. The way it pouts and sleeps if left alone is kind of cute.,MND +100% MYS/SPI +172
359,Magnus Club,sub,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.0,172.0,0,0,0,0,0,0,0,0,,"A melee divine weapon. Very short range, but has very short charge times,",activates quickly and a large horizontal AOE. Its hype died down after the,"release, but skill synergy discovered later brought the hype right back.",ATK +100% DRK/PHY +172
360,Burned Man's Headwrap,sub,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,144.0,0,144.0,0,0,0,0,0,0,0,0,0,0,0,,"Bandages worn by the Legion's ""Living Legend."" The person himself lives up","to the fear shown towards him by that battle-crazed group. May look light,",but it gives more DT than power armor made before the apocalypse.,HP +128% FIR/WND/MYS +144
361,Anima Crystal,sub,0,0,0,0,0,0,0,128.0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,144.0,0,0,0,144.0,0,0,0,0,0,0,0,0,,A rare item that a surprising amount of players miss. Gives large SP Def,"and bonuses when equipped, making its other use as a consumable full heal","unpalatable, unless you're near-wiped close to the last boss.",MAG +128% CLD/NTR/PHY +144
362,Windspun Armor,sub,0,0,0,0,0,0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,144.0,144.0,0,0,0,0,0,0,0,0,0,,"A piece of armor with no weaknesses - highest DEF, wind resist and even",a speed boost. Its one issue is that only heavy armor classes can wear it.,Give it to someone in 1 and he'll come with it in 2 after importing data.,DEF +128% WND/SPI/DRK +144
363,Hirami Lemon,sub,0,0,0,0,0,0,0,0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,144.0,144.0,0,0,0,0,0,0,0,0,,A fruit defying its divine providence by holding a secret unusual effect -,it can suppress the power of the Archfiend. Probably doesn't work on an,"awakened one, though. Supposedly sour and thankfully grows everywhere.",MND +128% NTR/DRK/PHY +144
364,Romancing Stone,sub,0,0,0,0,0,0,0,144.0,0,0,0,0,0,0,0,0,0,0,128.0,128.0,128.0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,,The ultimate Romancing Stone made from combining the four others. Loses,"the effects of the 4 stones, but reduces MP consumption for skills to 0 in",return. Give it to characters with high-MP skills and watch the havoc.,MAG +144% FIR/CLD/WND/NTR +128
365,Younger Brother's Mushrooms,sub,0,0,0,0,0,0,0,0,144.0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.0,128.0,128.0,128.0,0,0,0,0,0,0,0,0,,"The mushroom set sold by the younger brother, who was apparently already an",adult before the harem event. Stuff your dragons with them for big stat,"boosts, but also in the ? stat, sending them down the Black Dragon path.",MND +144% MYS/SPI/DRK/PHY +128
366,Seven Stars Sword,sub,128.0,0,0,0,0,128.0,128.0,128.0,128.0,128.0,0,0,0,0,0,0,0,0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,0,0,0,0,0,0,0,0,,"A sword with seven stars engraved in it, a symbol of the cosmic forces in",Taoism. Said to be able to banish evil and seal demons. It not only shows,"the seven stars, but further three-star constellations and clouds as well.",All Stats +128% All Affinities +128
367,Destroy Decomposer,sub,0,0,0,0,0,156.0,0,64.0,64.0,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,24.0,0,0,0,,The highest-output form of the gun-shaped enforcement system.,This form is meant for drones and to create entry points into buildings.,"For the most part, only other forms are allowed to be used against humans.",ATK +156% MAG/MND/SPD +64% TRR/SHK +24
368,Fusion,sub,64.0,0,0,0,0,100.0,0,0,0,188.0,0,0,0,0,0,0,0,0,0,0,48.0,0,0,0,0,48.0,0,0,0,0,0,0,0,0,,The thinner of the swordmaster's swords. This sword's normal attack and,"setup moves make it generally more used, but it just can't get the",spotlight no matter what - the cutscenes tend to focus on Lumina instead.,HP +64% ATK +100% SPD +188% WND/PHY +48
