Character,CharID,Name,ID,awakening,Cost,Max Lvl,Description,HP,MP,TP,ATK,DEF,MAG,MND,SPD,EVA,ACC,AFF,RES
Kasen Ibaraki,20,Healthy Spirit,27,True,70,1,"When the user is not suffering from any ailments or debuffs, increase ATK, DEF, MAG and MND by 10%.",0,0,0,0,0,0,0,0,0,0,0,0
Kasen Ibaraki,20,Four Deva of Mt. Ooe?,28,True,25,2,"When at least 2 of Kasen, Yuugi and Suika are in front, the user's all stats are increased by (SLv*7)% for each member in front excluding herself. This can only take effect if at least one ally or enemy has acted in battle.",0,0,0,0,0,0,0,0,0,0,0,0
Nazrin,21,Mind Boost,6,False,2,5,Increases Mind.,0,0,0,0,0,0,0,0,0,0,0,0
Nazrin,21,Speed Boost,7,False,2,5,Increases Speed.,0,0,0,0,0,0,0,0,0,0,0,0
Nazrin,21,Evasion Boost,8,False,2,5,Increases Evasion.,0,0,0,0,0,0,0,0,0,0,0,0
Nazrin,21,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Nazrin,21,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Nazrin,21,Myouren Temple Personnel,20,False,7,1,"If Byakuren is on the front line when Nazrin takes a turn, she will copy Byakuren's current buffs. (Plus Disk)If Byakuren is on the front line when Nazrin takes a turn, Nazrin will receive the same buff and HP regeneration effects from Byakuren's learned Sutra skills.",0,0,0,0,0,0,0,0,0,0,0,0
Nazrin,21,Bishamonten's Blessing,21,False,5,2,Damage against Divine-Type enemies is increased by (SLv * 10)% if Nazrin is on the front line. The bonus doesn't stack with similar effects.,0,0,0,0,0,0,0,0,0,0,0,0
Nazrin,21,Dowsing,22,False,12,1,Increases item drop rates by 20%. Effect is reduced to 5% if Nazrin is in the back row.,0,0,0,0,0,0,0,0,0,0,0,0
Nazrin,21,Eyes that Perceive Reality,23,False,7,1,"When Nazrin attacks or is attacked by an enemy with stat buffs, damage is calculated as if the enemy's buffs were non-existant.",0,0,0,0,0,0,0,0,0,0,0,0
Nazrin,21,Extra Steps,24,False,12,1,"When Nazrin kills an enemy, she will be able to act again immediately.",0,0,0,0,0,0,0,0,0,0,0,0
Nazrin,21,Bishamonten's Protection - MAG,25,False,12,4,(Plus Disk only) Increase the user's base MAG by (SLv * 3).,0,0,0,0,0,3,0,0,0,0,0,0
Nazrin,21,Bishamotnen's Protection - SPD,26,False,12,4,(Plus Disk only) Increase the user's base SPD by (SLv * 4). Has no effect if Bishamonten's Protection - MAG is learned.,0,0,0,0,0,0,0,0,0,0,0,0
Nazrin,21,Extra Attack,27,True,12,2,"When the user uses Attack, Spell or Concentrate, there is a (SLv * 16)% chance to immediately repeat the action. If the original action consumed MP, the repeat action will consume half of the original MP cost. The activation rate for subclass spells is 2/3 of the base chance.",0,0,0,0,0,0,0,0,0,0,0,0
Nazrin,21,Effective Formation Change,28,True,5,2,"When the user performs a Form Change command to swap a reserve member into the active party, that member's ATB will be set at (7500 + SLv*800).",0,0,0,0,0,0,0,0,0,0,0,0
Nazrin,21,Tiny Commander's Wisdom,29,True,4,33,"When the user attacks, double damage done (SLv)% of the time.",0,0,0,0,0,0,0,0,0,0,0,0
Hina Kagiyama,22,HP Boost,0,False,2,5,Increases HP.,0,0,0,0,0,0,0,0,0,0,0,0
Hina Kagiyama,22,Defense Boost,4,False,2,5,Increases Defense.,0,0,0,0,0,0,0,0,0,0,0,0
Hina Kagiyama,22,Mind Boost,6,False,2,5,Increases Mind.,0,0,0,0,0,0,0,0,0,0,0,0
Hina Kagiyama,22,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Hina Kagiyama,22,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Hina Kagiyama,22,Warding Away Bad Luck,20,False,5,2,"When Hina is on the front line, allies have a (SLv * 20)% reduced chance of being debuffed, if any ally gets inflicted with a debuff, its magnitude is also reduced by (SLv * 20)%.",0,0,0,0,0,0,0,0,0,0,0,0
Hina Kagiyama,22,Two-Way Curse,21,False,5,2,"If Hina is affected by a status effect, her damage done is increased by (SLv * 12)% while her damage taken is reduced by (SLv * 12)%",0,0,0,0,0,0,0,0,0,0,0,0
Hina Kagiyama,22,Curse Reversal,22,False,8,1,"When Hina is inflicted by a debuff, it counts as a buff equal to twice the debuff's effect.",0,0,0,0,0,0,0,0,0,0,0,0
Hina Kagiyama,22,Misfortune Stockpilling,23,False,5,2,"When Hina uses Concentrate, she will transfer (SLv * 33)% of the debuffs on your other front line characters to herself.",0,0,0,0,0,0,0,0,0,0,0,0
Hina Kagiyama,22,Spinning More than Usual,24,False,12,1,"When Hina takes a turn and she has either a Heavy, Silence or Terror effect on her, those effects will be removed, she will recover 10 MP and all stats are buffed by 33%.",0,0,0,0,0,0,0,0,0,0,0,0
Hina Kagiyama,22,Role of Nagashi-bina,25,False,6,2,"When Hina takes a turn, any stat which does not have a buff on it will receive a (Slv * 6)% debuff.",0,0,0,0,0,0,0,0,0,0,0,0
Hina Kagiyama,22,Sorrowful Exiled Doll,26,True,50,1,"When the user receives a turn while at least one character is affected by an ailment other than debuffs, halve the effect of those ailments.",0,0,0,0,0,0,0,0,0,0,0,0
Hina Kagiyama,22,Youkai Mountain Alliance?,27,True,25,2,"When at least 2 of Aya, Momiji, Nitori and Hina are in front, the user's all stats are increased by (SLv*7)% for each member in front excluding herself. This can only take effect if at least one ally or enemy has acted in battle.",0,0,0,0,0,0,0,0,0,0,0,0
Hina Kagiyama,22,Cursed Hina Doll,28,True,120,1,"When Hina attacks with a personal spell card on debuffed enemies, increase damage done, with the bonus being equal to the total magnitude of their debuffs.",0,0,0,0,0,0,0,0,0,0,0,0
Rin Kaenbyou,23,Attack Boost,3,False,2,5,Increases Attack.,0,0,0,0,0,0,0,0,0,0,0,0
Rin Kaenbyou,23,Magic Boost,5,False,2,5,Increases Magic.,0,0,0,0,0,0,0,0,0,0,0,0
Rin Kaenbyou,23,Speed Boost,7,False,2,5,Increases Speed.,0,0,0,0,0,0,0,0,0,0,0,0
Rin Kaenbyou,23,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Rin Kaenbyou,23,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Rin Kaenbyou,23,Earth Spirits Palace Party,20,False,5,2,"While Rin is on the front line, if Utsuho and/or Satori are on the front line, Rin's stats will be increased by (SLv * 8) % per members on the front line, excluding Rin. This can only take effect if at least one ally or enemy has performed an action in the battle.",0,0,0,0,0,0,0,0,0,0,0,0
Rin Kaenbyou,23,Hell's Necromancer,21,False,5,2,"When Rin is on the front line, allies have a (SLv * 20)% reduced chance of being inflicted with Terror, if any ally gets inflicted with Terror, its duration and MP drain effect are also reduced by (SLv * 20)%, and the all stat reduction effect is nullified.",0,0,0,0,0,0,0,0,0,0,0,0
Rin Kaenbyou,23,Speedy Formation Change,22,False,5,2,"When Rin performs a Formation Change, her timebar is set to (7000 + SLv * 1000).",0,0,0,0,0,0,0,0,0,0,0,0
Rin Kaenbyou,23,Two-Way Curse,23,False,5,2,"If Rin is affected by a status effect, her damage done is increased by (SLv * 12)% and her damage taken is reduced by (SLv * 12)%.",0,0,0,0,0,0,0,0,0,0,0,0
Rin Kaenbyou,23,Final Blow,24,False,5,2,"When Rin attacks an enemy affected by an ailment, that attack's damage is increased by (SLv * 16)%.",0,0,0,0,0,0,0,0,0,0,0,0
Rin Kaenbyou,23,Extra Attack,25,False,7,2,"When Rin attacks, uses a spellcard, or Concentrates, she has a (SLv * 16)% chance to immediately repeat that action. If the original action consumed MP, the repeat action will not. Plus Disk increases the cost from 7 to 12, makes the repeated action consume half of the original MP cost and reduces the activation rate for subclass spells to 2/3 of the base chance.",0,0,0,0,0,0,0,0,0,0,0,0
Rin Kaenbyou,23,Apparition Carrier,26,False,15,1,"When Rin defeats an enemy, she recovers 33% HP and 1 MP, and receives a 20% buff to all her stats. This bonus doesn't increase if she defeats multiple enemies at once.",0,0,0,0,0,0,0,0,0,0,0,0
Rin Kaenbyou,23,Vengeful Cat's Erratic Step,27,True,120,1,Increase the activation rate of Extra Attack by 10%.,0,0,0,0,0,0,0,0,0,0,0,0
Rin Kaenbyou,23,Ash Rekindling,28,True,66,1,The user ignores 30% of enemy defenses when attacking.,0,0,0,0,0,0,0,0,0,0,0,0
Rin Kaenbyou,23,Proof of Kinship,29,True,100,1,The user's synergy skill will grant half of its bonus for every synergy partner who is in the backline.,0,0,0,0,0,0,0,0,0,0,0,0
Utsuho Reiuji,24,HP Boost,0,False,2,5,Increases HP.,0,0,0,0,0,0,0,0,0,0,0,0
Utsuho Reiuji,24,MP Boost,1,False,2,5,Increases MP.,0,0,0,0,0,0,0,0,0,0,0,0
Utsuho Reiuji,24,Magic Boost,5,False,2,5,Increases Magic.,0,0,0,0,0,0,0,0,0,0,0,0
Utsuho Reiuji,24,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Utsuho Reiuji,24,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Utsuho Reiuji,24,Earth Spirits Palace Party,20,False,5,2,"While Utsuho is on the front line, if Rin and/or Satori are on the front line, Utsuho's stats will be increased by (SLv * 8) % per members on the front line, excluding Utsuho. This can only take effect if at least one ally or enemy has performed an action in the battle.",0,0,0,0,0,0,0,0,0,0,0,0
Utsuho Reiuji,24,Blazing,21,False,5,2,"When Utsuho is on the front line, increase Fire damage output by (SLv * 15)% for all frontliners.",0,0,0,0,0,0,0,0,0,0,0,0
Utsuho Reiuji,24,Overheating,22,False,10,1,"Whenever Utsuho uses an offensive ability, she gains an ""Overheating"" buff that increases her next spellcard's MP cost by 1 and damage done by 15%. This can keep stacking as long as the Utsuho remains on the front line. Wears off if she switches out. Has a maximum level of 5 in Plus Disk.",0,0,0,0,0,0,0,0,0,0,0,0
Utsuho Reiuji,24,Fighting Spirit,23,False,5,2,"Whenever the skill holder takes an action, she gains a ""Fighting Spirit level"" that reduces damage taken and increases damage dealt by (Fighting Spirit level * 5)%, up to a maximum of (SLv * 3) stacks. Wears off if she switches out.",0,0,0,0,0,0,0,0,0,0,0,0
Utsuho Reiuji,24,Sheer Force,24,False,15,1,"When attacking with an element the enemy resists, reduce enemy's elemental affinity to (100 + (affinity - 100) / 2). Additionally, pierce 1/3 of the enemy's ailment and debuff resistances when attacking.",0,0,0,0,0,0,0,0,0,0,0,0
Utsuho Reiuji,24,Self-Tokamak,25,True,88,1,Overheat will no longer increase MP cost. Uncontainable Nuclear Reation will no longer self-debuff.,0,0,0,0,0,0,0,0,0,0,0,0
Utsuho Reiuji,24,High Blazing,26,True,12,5,"When the user is under the effect of Fighting Spirit, increase user's FIR damage by (Fighting Spirit level * SLv)%.",0,0,0,0,0,0,0,0,0,0,0,0
Utsuho Reiuji,24,Proof of Kinship,27,True,100,1,The user's synergy skill will grant half of its bonus for every synergy partner who is in the backline.,0,0,0,0,0,0,0,0,0,0,0,0
Satori Komeiji,25,MP Boost,1,False,2,5,Increases MP.,0,0,0,0,0,0,0,0,0,0,0,0
Satori Komeiji,25,Attack Boost,3,False,2,5,Increases Attack.,0,0,0,0,0,0,0,0,0,0,0,0
Satori Komeiji,25,Magic Boost,5,False,2,5,Increases Magic.,0,0,0,0,0,0,0,0,0,0,0,0
Satori Komeiji,25,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Satori Komeiji,25,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Satori Komeiji,25,Earth Spirits Palace Party,20,False,5,2,"While Satori is on the front line, if Utsuho and/or Rin are on the front line, Satori's stats will be increased by (SLv * 8) % per members on the front line, excluding Satori. This can only take effect if at least one ally or enemy has performed an action in the battle.",0,0,0,0,0,0,0,0,0,0,0,0
Satori Komeiji,25,Eyes that Perceive Reality,21,False,7,1,"When Satori attacks or is attacked by an enemy with stat buffs, damage is calculated as if the enemy's buffs were non-existant.",0,0,0,0,0,0,0,0,0,0,0,0
Satori Komeiji,25,Small MP Recovery,22,False,10,1,Satori recovers 25% of her max MP when she retreats to the reserve party.,0,0,0,0,0,0,0,0,0,0,0,0
Satori Komeiji,25,Trauma Recollection,23,False,5,2,"As long as Satori is in the front line, all enemies take (SLv * 12)% increased damage from attacks they are elementally vulnerable to.",0,0,0,0,0,0,0,0,0,0,0,0
Satori Komeiji,25,Spell Card Recollection,24,False,5,5,Satori has access to all personal spellcards her active allies possess. Spellcards cast in this way are treated as Lv0 and induces an extra MP cost of (6 - SLv).,0,0,0,0,0,0,0,0,0,0,0,0
Satori Komeiji,25,Trauma Recreation,25,True,70,1,"When the user receives a turn, inflict fixed damage equal to (user's current HP / 2) to all enemies. This damage will never kill any enemies.",0,0,0,0,0,0,0,0,0,0,0,0
Satori Komeiji,25,Terrifying Hypnotism,26,True,40,3,Trauma Recollection's damage bonus is increased by (SLv * 12)% only for the user (stacks multiplicatively with Trauma Recollection's bonus).,0,0,0,0,0,0,0,0,0,0,0,0
Satori Komeiji,25,Proof of Kinship,27,True,100,1,The user's synergy skill will grant half of its bonus for every synergy partner who is in the backline.,0,0,0,0,0,0,0,0,0,0,0,0
Yuugi Hoshiguma,26,HP Boost,0,False,2,5,Increases HP.,0,0,0,0,0,0,0,0,0,0,0,0
Yuugi Hoshiguma,26,Attack Boost,3,False,2,5,Increases Attack.,0,0,0,0,0,0,0,0,0,0,0,0
Yuugi Hoshiguma,26,Defense Boost,4,False,2,5,Increases Defense.,0,0,0,0,0,0,0,0,0,0,0,0
Yuugi Hoshiguma,26,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Yuugi Hoshiguma,26,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Yuugi Hoshiguma,26,Physical Counter,20,False,4,3,(SLv * 33)% chance to counter direct enemy attacks with a Normal Attack.,0,0,0,0,0,0,0,0,0,0,0,0
Yuugi Hoshiguma,26,Last Fortress,21,False,10,1,Increases Yuugi's stats for every character downed in battle. (~4% stat increase per character),0,0,0,0,0,0,0,0,0,0,0,0
Yuugi Hoshiguma,26,Beat Down,22,False,6,2,"When Yuugi defeats an enemy, she recovers (SLv) MP and receives a (SLv * 8)% buff to all stats. Does not stack if 2 or more enemies are defeated at the same time.",0,0,0,0,0,0,0,0,0,0,0,0
Yuugi Hoshiguma,26,Ruinous Super Strength,23,False,5,2,"When Yuugi is on the front line, increases Physical damage output by (SLv * 15)% for all frontline members.",0,0,0,0,0,0,0,0,0,0,0,0
Yuugi Hoshiguma,26,Hoshiguma Dish,24,False,10,1,"If there are more than two enemies when Yuugi takes an action, SPD is buffed proportional to the number of enemies. If there are fewer than four, ATK is buffed inversely proportional to the number of enemies. (up to +12% SPD buff if there are 5 enemies, and up to +12% ATK buff if there's only 1 enemy)",0,0,0,0,0,0,0,0,0,0,0,0
Yuugi Hoshiguma,26,Adamant Helix,25,False,12,1,"Yuugi deals increased damage proportional to her missing HP. The bonus will go up to a maximum of 66%. No damage bonus when Yuugi is at, or above, max HP.",0,0,0,0,0,0,0,0,0,0,0,0
Yuugi Hoshiguma,26,Dreadful Raging Waves,26,True,40,1,"When the user receives a turn, all frontliners with full HP receive a 7% buff to ATK and DEF.",0,0,0,0,0,0,0,0,0,0,0,0
Yuugi Hoshiguma,26,Ability to Cause Phenomena,27,True,30,2,"When the user attacks while having full MP, increase damage done by (SLv * 15)%.",0,0,0,0,0,0,0,0,0,0,0,0
Yuugi Hoshiguma,26,Last Fortress+,28,True,50,1,Last Fortress's effect is doubled.,0,0,0,0,0,0,0,0,0,0,0,0
Yuugi Hoshiguma,26,Four Deva of Mt. Ooe?,29,True,25,2,"When at least 2 of Kasen, Yuugi and Suika are in front, the user's all stats are increased by (SLv * 7)% for each member in front excluding herself. This can only take effect if at least one ally or enemy has acted in battle.",0,0,0,0,0,0,0,0,0,0,0,0
Hong Meiling,27,TP Boost,2,False,2,5,Increases Maximum TP.,0,0,0,0,0,0,0,0,0,0,0,0
Hong Meiling,27,Defense Boost,4,False,2,5,Increases Defense.,0,0,0,0,0,0,0,0,0,0,0,0
Hong Meiling,27,Mind Boost,6,False,2,5,Increases Mind.,0,0,0,0,0,0,0,0,0,0,0,0
Hong Meiling,27,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Hong Meiling,27,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Hong Meiling,27,SDM Residents,20,False,5,2,"While Meiling is on the front line, if any other residents of the Scarlet Devil Mansion are on the front line, Meiling's stats will be increased by (SLv * 5) % per members on the front line, excluding herself. This can only takes effect if at least one ally or enemy has performed an action in the battle.",0,0,0,0,0,0,0,0,0,0,0,0
Hong Meiling,27,Gatekeeper's Duty,21,False,6,2,"When Meiling receives a turn, all active members receive a (SLv * 6)% Defense buff.",0,0,0,0,0,0,0,0,0,0,0,0
Hong Meiling,27,Guts,22,False,5,2,"If Meiling gets knocked out, there is a (SLv * 25) % chance that 10 TP will get consumed and she will stay alive with 1 HP",0,0,0,0,0,0,0,0,0,0,0,0
Hong Meiling,27,Natural,23,False,5,2,"When Meiling receives a heal, the HP recovered by the spell is increased by (SLv * 33) %.",0,0,0,0,0,0,0,0,0,0,0,0
Hong Meiling,27,Gatekeeper Nap,24,False,5,2,"When there are 4 members on the front line and Meiling is not on the utmost left, she will gain (SLv * 20) % Speed and take (SLv * 16) % less damage. (Fixed in Plus Disk, all effects now work)",0,0,0,0,0,0,0,0,0,0,0,0
Hong Meiling,27,China Qigong,25,False,8,5,"(Plus Disk only) When the user receives a turn, increase ""China Qigong"" counter by 1, up to a maximum of (SLv). When the user attacks, remove the effect to increase damage by (counter * 10)%. When the user concentrates, remove the effect to heal (counter * 10)% of user's HP.",0,0,0,0,0,0,0,0,0,0,0,0
Hong Meiling,27,Roc-Killing Fist,26,True,70,1,Occasionally counters enemy attacks with an Attack that inflicts an unresistable PAR effect (~3300 strength). Activation rate is increased commensurate with number of SDM residents in the front.,0,0,0,0,0,0,0,0,0,0,0,0
Hong Meiling,27,Spiral Light Step,27,True,45,1,Reduce damage received by 10%.,0,0,0,0,0,0,0,0,0,0,0,0
Hong Meiling,27,Chinese Girl's Super Qigong,28,True,70,1,China Qigong's damage bonus is doubled.,0,0,0,0,0,0,0,0,0,0,0,0
Hong Meiling,27,Proof of Kinship,29,True,100,1,The user's synergy skill will grant half of its bonus for every synergy partner who is in the backline.,0,0,0,0,0,0,0,0,0,0,0,0
Alice Margatroid,28,HP Boost,0,False,2,5,Increase base HP.,0,0,0,0,0,0,0,0,0,0,0,0
Alice Margatroid,28,Magic Boost,5,False,2,5,Increase Magic.,0,0,0,0,0,0,0,0,0,0,0,0
Alice Margatroid,28,Mind Boost,6,False,2,5,Increase Mind.,0,0,0,0,0,0,0,0,0,0,0,0
Alice Margatroid,28,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Alice Margatroid,28,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Alice Margatroid,28,Manipulation of Dolls,20,False,5,2,Damage against Inorganic-Type enemies is increased by (SLv * 10)% if Alice is on the front line. The bonus doesn't stack with similar effects.,0,0,0,0,0,0,0,0,0,0,0,0
Alice Margatroid,28,Doll Guard,21,False,5,2,Increases Evasion by (SLv * 32).,0,0,0,0,0,0,0,0,32,0,0,0
Alice Margatroid,28,MAlice Cannon (Alice),22,False,5,2,Alice's Magic is increased by (SLv * 15)% when Marisa is on the reserve party. This can only take effect if at least one ally or enemy has performed an action in the battle.,0,0,0,0,0,0,0,0,0,0,0,0
Alice Margatroid,28,Final Blow,23,False,5,2,"When Alice attacks an enemy affected by an ailment, that attack's damage is increased by (SLv * 16)%.",0,0,0,0,0,0,0,0,0,0,0,0
Alice Margatroid,28,Rapid Charge,24,False,10,1,"If Alice uses Concentrate while under 33% MP, it will consume 5 TP and regenerate 50% MP, in addition to the usual effect. Does not work if the skill holder doesn't have enough TP.",0,0,0,0,0,0,0,0,0,0,0,0
Alice Margatroid,28,Enhanced Doll Mobility,25,False,8,4,"When the user attacks, ignore (SLv * 10)% of enemy defenses. (Plus Disk Only)",0,0,0,0,0,0,0,0,0,0,0,0
Alice Margatroid,28,Precisely Controlled Dolls,26,True,15,8,"When the user attacks, there is a (SLv * 10)% chance to use the lower of enemy's defenses for damage calculations. (if the spell uses both T.DEF and T.MND, the higher of the 2 is completely ignored in the damage calculation).",0,0,0,0,0,0,0,0,0,0,0,0
Alice Margatroid,28,First-Aid Dolls,27,True,50,1,"When Alice takes a turn, she will recover 1/3 of her missing HP.",0,0,0,0,0,0,0,0,0,0,0,0
Alice Margatroid,28,Additional Doll Guards,28,True,60,1,Further increase the user's Evasion by (SLv * 32).,0,0,0,0,0,0,0,0,32,0,0,0
Patchouli Knowledge,29,MP Boost,1,False,2,5,Increases Maximum MP.,0,0,0,0,0,0,0,0,0,0,0,0
Patchouli Knowledge,29,Magic Boost,5,False,2,5,Increases Magic.,0,0,0,0,0,0,0,0,0,0,0,0
Patchouli Knowledge,29,Affinity Boost,10,False,2,5,Increases Elemental Resistances.,0,0,0,0,0,0,0,0,0,0,0,0
Patchouli Knowledge,29,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Patchouli Knowledge,29,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Patchouli Knowledge,29,SDM Residents,20,False,5,2,"While Patchouli is on the front line, if any other residents of the Scarlet Devil Mansion are on the front line, Patchouli's stats will be increased by (SLv * 5) % per members on the front line, excluding herself. This can only take effect if at least one ally or enemy has performed an action in the battle.",0,0,0,0,0,0,0,0,0,0,0,0
Patchouli Knowledge,29,Grand Incantation,21,False,5,2,"After using Concentrate, the next attack's damage or healing will be multiplied by (1.6 + SLv * 0.4).",0,0,0,0,0,0,0,0,0,0,0,0
Patchouli Knowledge,29,Girl of Knowledge and Shade,22,False,10,1,"When attacking with an element the enemy resists, reduce enemy's elemental affinity to (100 + (affinity - 100) / 3).",0,0,0,0,0,0,0,0,0,0,0,0
Patchouli Knowledge,29,Passive Philosopher's Stone,23,False,4,2,"When Patchouli uses a spell card, Attack or Concentrate, she receives (SLv * 35%) less damage from that spell or command's element (including VOI) until her next turn (if the spell had multiple elements, the damage reduction will be applied for all of them).",0,0,0,0,0,0,0,0,0,0,0,0
Patchouli Knowledge,29,Rapid Charge,24,False,10,1,"If Patchouli uses Concentrate while under 33% MP, it will consume 5 TP and regenerate 50% MP, in addition to the usual effect. Does not work if the skill holder doesn't have enough TP.",0,0,0,0,0,0,0,0,0,0,0,0
Patchouli Knowledge,29,The Unmoving Great Library,25,False,5,2,"If Patchouli is placed on the furthermost right position on the front line, she will recover (SLv) MP every time she takes an action.",0,0,0,0,0,0,0,0,0,0,0,0
Patchouli Knowledge,29,Infinite Book Collection,26,True,50,1,"Halve the MP cost of all spells. Additionally, reduces the activation threshold of Girl of Knowledge and Shade, making it reduce affinity to (50 + (affinity - 50) / 3) as long as the target has more than 52 affinity to the element.",0,0,0,0,0,0,0,0,0,0,0,0
Patchouli Knowledge,29,Asthma Medicine,27,True,35,3,Increase user's base HP by (SLv * 10).,10,0,0,0,0,0,0,0,0,0,0,0
Patchouli Knowledge,29,Speedy Incantation,28,True,20,5,"When Patchouli uses a personal spell card, there's a (SLv * 12)% chance to halve its delay.",0,0,0,0,0,0,0,0,0,0,0,0
Patchouli Knowledge,29,Proof of Kinship,29,True,100,1,The user's synergy skill will grant half of its bonus for every synergy partner who is in the backline.,0,0,0,0,0,0,0,0,0,0,0,0
Eirin Yagokoro,30,HP Boost,0,False,2,5,Increases HP.,0,0,0,0,0,0,0,0,0,0,0,0
Eirin Yagokoro,30,Magic Boost,5,False,2,5,Increases Magic.,0,0,0,0,0,0,0,0,0,0,0,0
Eirin Yagokoro,30,Resistance Boost,11,False,2,5,Increases Ailment Resistances.,0,0,0,0,0,0,0,0,0,0,0,0
Eirin Yagokoro,30,Motivated Heart,18,False,5,2,"Skill holder receives (SLv * 6)% more experience. Only takes effect when in party (active or reserve). Does not stack with ""Hands-on Experience"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Eirin Yagokoro,30,Hands-on Experience,19,False,5,2,"Skill holder receives (SLv * 12)% more experience. Only takes effect when in active party at end of battle. Does not stack with ""Motivated Heart"", but does stack with all other modifying skills.",0,0,0,0,0,0,0,0,0,0,0,0
Eirin Yagokoro,30,Residents of Eientei,20,False,5,2,"While Eirin is on the front line, if Reisen and/or Kaguya are also on the front line, Eirin's stats are increased by (SLv * 7) for each not including herself. This can only takes effect if at least one ally or enemy has performed an action in the battle.",0,0,0,0,0,0,0,0,0,0,0,0
Eirin Yagokoro,30,People of the Moon,21,False,8,1,"Eirin's attacks will ignore 50% of the enemy's defenses. When she takes a turn, there is a 75% chance to consume 1 MP.",0,0,0,0,0,0,0,0,0,0,0,0
Eirin Yagokoro,30,Healing Limit Break,22,False,20,1,"When the skill holder heals a character, it's possible to heal over their maximum HP. This will not take effect if the target is already over their maximum HP.",0,0,0,0,0,0,0,0,0,0,0,0
